fold,indice_original,comercio,categoria_real,categoria_predicha,prob_max,prob_alimentacion,prob_transporte,prob_salud,prob_vivienda,prob_educacion,prob_ocio,prob_servicios,prob_deudas,prob_otras
0,5,Psicologia Consulta,salud,salud,0.996843197755298,0.0002901732661885697,0.00011175540886095723,0.996843197755298,0.00019475537870690515,0.00026912657390374176,0.001558384049618437,0.00019544904964920404,0.0001898585719019623,0.00034729994587224367
0,7,Cuota Hipoteca Vivienda,vivienda,deudas,0.5031135460504473,0.41568418284771913,0.00048301390630035135,0.032392156074482086,6.401340879748508e-05,0.00024859415646016686,0.02633812642076017,0.0023919074226723632,0.5031135460504473,0.019284459712361004
0,12,Disney Plus Suscripcion,ocio,educacion,0.9970939305174484,0.00015902528553271512,0.00027670838355883337,0.00013328409612307156,0.00013275132077100073,0.9970939305174484,0.0007174223909739568,0.0012960204138660958,0.0001028000815070638,8.805751021896643e-05
0,15,Ara Supermercado,alimentacion,alimentacion,0.9982807243375134,0.9982807243375134,9.394915898140872e-05,0.00019696572286641103,0.00039374507171626767,9.874621897890867e-05,0.0001883450489556036,0.00014340975794290228,4.514912681945688e-05,0.0005589655562256406
0,20,Movistar Internet Hogar,servicios,vivienda,0.9957050749825885,0.0016841485509218174,0.00048326519035638655,0.0009525852128520426,0.9957050749825885,0.0001496712571588335,0.00010290606963378635,0.0002705444479404598,0.0006446202958117629,7.1839927362868275e-06
0,32,PedidosYa,alimentacion,alimentacion,0.5154110270281563,0.5154110270281563,0.04650266464008402,0.012742139239455297,0.023807166354773233,0.00835703916544961,0.019755773022492183,0.011033155441071548,0.003802098877607022,0.35858893623091076
0,35,Cuota Hipoteca Vivienda,vivienda,alimentacion,0.6639755173983883,0.6639755173983883,0.0011382281271175413,0.03540788839823209,0.00017683022838390432,0.0003487706720943327,0.03556098546318257,0.0035181037969323433,0.2382454254071513,0.021628250508517615
0,36,Instituto de Idiomas,educacion,ocio,0.20931768825315775,0.09531596924566961,0.1777373207900195,0.028087737108712634,0.02135796595768436,0.1660203306339594,0.20931768825315775,0.05747324967146398,0.044906199448738936,0.1997835388905939
0,39,Disney Plus Suscripcion,ocio,educacion,0.9720221465880433,0.00420570932325428,0.0030725993971568795,0.0010898623656841442,0.0010786474629958503,0.9720221465880433,0.005497809973053755,0.011386983456007761,0.0004914530857330217,0.001154788348070994
0,49,Movistar Internet Hogar,servicios,vivienda,0.9963183882785995,0.0010168549679318239,0.00032745065678084517,0.0007975352346875743,0.9963183882785995,9.768302287751834e-05,4.0919633177037696e-05,0.0006257810203630704,0.0007722630344828169,3.124151099747369e-06
0,53,Energia Electrica EPM,servicios,deudas,0.6794215601683882,0.017119158247570595,0.010288820341532083,0.058555296035260045,0.005008803415105175,0.03078891077807669,0.007161724308921503,0.18905865517276457,0.6794215601683882,0.0025970715323811126
0,55,Cuota Hipoteca Vivienda,vivienda,deudas,0.5031135460504473,0.41568418284771913,0.00048301390630035135,0.032392156074482086,6.401340879748508e-05,0.00024859415646016686,0.02633812642076017,0.0023919074226723632,0.5031135460504473,0.019284459712361004
0,56,Subte Sube Carga,transporte,alimentacion,0.7418893206309342,0.7418893206309342,0.013310621009312512,0.01663310266873359,0.003270439907111697,0.014197631178542771,0.18201382086717058,0.02279777112666687,0.0019345086993466409,0.003952783912181156
0,60,Cinemark Boleteria,ocio,ocio,0.5355049008193251,0.17018753815887044,0.01292586240043619,0.0011350030075922759,0.030184239578207872,0.005741136107453879,0.5355049008193251,0.00877576258490935,0.0016818020823600739,0.2338637552608448
0,63,Disney Plus Suscripcion,ocio,educacion,0.9970939305174484,0.00015902528553271512,0.00027670838355883337,0.00013328409612307156,0.00013275132077100073,0.9970939305174484,0.0007174223909739568,0.0012960204138660958,0.0001028000815070638,8.805751021896643e-05
0,70,Movistar Internet Hogar,servicios,vivienda,0.9963183882785995,0.0010168549679318239,0.00032745065678084517,0.0007975352346875743,0.9963183882785995,9.768302287751834e-05,4.0919633177037696e-05,0.0006257810203630704,0.0007722630344828169,3.124151099747369e-06
